review_text,rating,review_date
apdet sekarang sangat mengecewakan yang gak bisa main janggler malah dapat jangler bikin beban tim aja.. jangan2 apdet nanti gak bisa solo harus Mabar kwkwkkwkw aneh kalo gak di rubah apdetan sekarang mending unistal ajahlah.....tolong diperbaiki terimah kasih,1,2025-06-25 13:05:34
"game apaan ini saya dari awal season sampai sekarang menang kalah terus di manakah letak keadilan mu montoon, rakyat mu sengsara kau biarkan, tolong basmi darksistem yang berkeliaran di land of Down",2,2025-06-25 13:04:23
ngeleg parah padahal jaringan lagi bagus tapi pas main malah ngeleg trus,1,2025-06-25 13:04:14
ml sekarang ko bedah yang dulu bagus tapi yang in gak bagus Garena ml balikin yang dulu dong gak suka yang baru in,4,2025-06-25 13:03:31
game ampas jarimgan busuk,1,2025-06-25 13:03:13
dark sistem isinya,2,2025-06-25 13:02:26
mau hilangin stress eh malah jadi stress Mikirin tim,1,2025-06-25 13:02:06
nambah stress gw,1,2025-06-25 13:01:59
"game nya bagus dari grafik juga oke, terimakasih buat MOONTON telah menciptakan game ini pokok nya game ini bagus :)",5,2025-06-25 13:01:58
"setelah update banyak bug sinyal,padahal gw udah pake wifi+data udah gitu tetep ngeleg, setelah gw relog baru lancar lagi,tolong di perbaiki",1,2025-06-25 13:01:33
waw terlalu berat 😔,4,2025-06-25 13:00:08
game mantap,1,2025-06-25 12:58:32
gw dah suka banget sama game ini seru coy walaupun dulu lumayan dark tapi sekarang udah gak dark gw jadi suka main ini,5,2025-06-25 12:58:27
ok.,5,2025-06-25 12:57:09
"devloper tolong perbaiki bug"" nya ini masi bnyk bug nya seperti setelah selesai main tiba"" masuk lagi,bug plih lane padahl ga ganti lane tiba"" pas di in game ganti sendiri alhasil di marahin sistem.",1,2025-06-25 12:56:23
game g jelas,1,2025-06-25 12:56:21
game nya seru banget apa lagi maen bareng²,5,2025-06-25 12:55:50
tolonglah moonton berikan keringanan bagi MVP meskipun kalah janganlah turun bintang,2,2025-06-25 12:55:20
ini kenapa karakter nya maju2 sendiri ga sesuai kontrol,1,2025-06-25 12:55:14
game ini sangat bagus,5,2025-06-25 12:54:28
Kecewa Sama Update Sekarang.,1,2025-06-25 12:53:15
gw di suruh roam terus...... kembaliin kaya dulu atau sebelumnya atau gw hapus gamenya,1,2025-06-25 12:53:09
tolong lah jaringnnya di perbaiki.klo masalah gerapik Oky bagus banget.,5,2025-06-25 12:53:07
"geme rusak. tambah stres gw. milih len ga dapet"".di ajak tuker sering pd gak mau. woi gw main ribuan kali di mid. kenapa rom terus.. menang kagak kalah iya. Los 5kali napa masih di kasih rom. gw ganti mid gotlen. dapet nya got len kan bego. mid nya kapan. masa harus banget mabar. biar dapet mit.",1,2025-06-25 12:53:05
bug jaringan tolong diperbaiki,1,2025-06-25 12:52:01
game gak jelas habis update fitur gak jelas bikin kalah jangan di download,1,2025-06-25 12:49:11
kenapa blm ada updatan baru di aplikasi ml nya??? padahal di PlayStore nya udh di update,1,2025-06-25 12:49:08
"ngasih tim kek pler,anj² montoon lol+fitur draf pick tlol",1,2025-06-25 12:48:18
asik game nya,5,2025-06-25 12:48:10
"kecewa sama moonton karna ngasih event kurang jelas, banyak player yg salah pilih skin epick Silvana...dan malah keambil skin special.kaya aku kepilih skin special kukira hadiah nya bisa di ambil semua ternyata satu box doang.. dan lebih bikin kecewa lagi box yg kepilih ga bisa di balikin lagi..dah sia² aku bermain berminggu-minggu untuk dapat tiket nya eh malah dapat skin special nya doang.. padahal pengen skin epick..udah kecewa sama moonton..fixs hapus game ML",1,2025-06-25 12:47:58
game ini GK jelas ff aja bagus,1,2025-06-25 12:47:55
apala ini aku main jaringgan aku lek masih aja dikasi afk maunya kasih fitur kesalahan nantik tinggal tulis kan gak susah lama-lama aku riport juga ini game,4,2025-06-25 12:47:30
MAKIN BANYAK DARK SISTEM MOONTON SETELAH UPDATE GAJELAS,1,2025-06-25 12:47:07
citer nya gak ngotak gila kali bi,1,2025-06-25 12:46:46
Jelek,1,2025-06-25 12:45:39
Gw kasih bintang karena banyak drak sistem nya kalau gaada drak sistem gw kasih bintang 5 dah yang setuju muntun hapus drak sistem beri bintang 1,1,2025-06-25 12:44:53
sangat baguss,5,2025-06-25 12:44:16
"game terbaik nii mantap, nge push awal season musuhnya ex Glory tim kita nya malah penghuni asli. Terbaik moonton",1,2025-06-25 12:43:44
game burik,1,2025-06-25 12:43:43
"wahhhh babbbbbbbbi lu ya munton yaaa kalo gua main pasti di troll sistem lu gua diketemuin tim aneh2 lahh,ingame ga imbang lah,sampe kapann lu giniin guaa,pokoknya lu harus kasi gua tim yg bagus trus kalo bisa gendong gua ke imo pake sistem elu awas aja lu ya kalo masi ngetroll in gua dengan cara ngasi tim nub",2,2025-06-25 12:43:20
gamenya seru dan sangat bagus saya menyukainya,5,2025-06-25 12:42:55
suka dapet tim goblog tolol tapi tim musuh gg,1,2025-06-25 12:42:13
gamenya bagus tapi ada dark sistem aja sih sama match nya gak seimbang musuhnya kuat tapi timku lemah tapi udahlah memang moonton bagus🗿🗿,4,2025-06-25 12:41:40
"kadang kalau lag,minta ampun hero jalan sendiri.jd langsung kena hit lawan berapa kali.trus kalau hp drop langsung kena afk,buka surat dapat pengurangan skor.gimana sih.jaringannya menyakitkan.kalau sudah lag,bikin sakit hati banget.",3,2025-06-25 12:41:06
woy moonton lu bikin game untuk seneng seneng apa game penambah stress,1,2025-06-25 12:40:41
"game gajelas, habis seson makin gajelas rank naik turun mulu lagend 5 di kasih menang lagend 4 kalah terus sampe turun lagend 5 kalo kasih tim yang jelas dikit ngapa sih, game gajls bikin mls maen doang bikin emosi doang kalo bikin game tu yang adil",1,2025-06-25 12:40:27
"moonton, tolong sinyal di game skrng suka ngebug, tiba tiba ngelek , padahal data sama wifi di pakek, gajelas banget sinyalnya.",3,2025-06-25 12:40:22
"GOODBYE..... Main late game selalu tiba tiba lag,giliran mau menang ada aja kejadian yg buat kalah..",1,2025-06-25 12:40:12
yg terbaru ngeselin dh hrus sesuai Lane,2,2025-06-25 12:38:59
Bagus,5,2025-06-25 12:37:38
kecewa males main rank nya matching sama lawan selalu ga seimbang dikasih tim jelek mulu,1,2025-06-25 12:37:17
"sangat bagus,,cma ada sedikit lag",5,2025-06-25 12:36:55
jika mau naikin kredit skor lama anj coba tidak ada kredit skor ngeleg pula,1,2025-06-25 12:36:20
"sumpah main ml bikin stress dua jam main dri legend 5 turun ke epig 1 pdhl 2 jam main nya lalu aku dpt nana item ngwur attack speed ama lanlot gold lane adpula granger skin legend tapi malah ga tau main. sumpah klo main solo tuh kasi lah monton tim yang agak bener, tiap main solo pasti ad aja satu org yang main ngefeed atau dua orng sumpah stres aku pdhl aku udh top up berjuta tpi tetap bikin stres ni game, sumpah barusan gw dapat temn bot padahal rank legend tpi setim ama komputer, game sampah",1,2025-06-25 12:36:10
"semenjang update baru lane yang bukan biasa nya banyak coba2 jadi susah maen,,",1,2025-06-25 12:34:49
Hebat,5,2025-06-25 12:33:27
orang² nyaa ramah,5,2025-06-25 12:33:16
"MUNTUN KEK ANJ! MENANG 2X DI KSIH LOSE 10X, EMNG PANTAS DPT BINTANG 1 AHAHAHA UDH DI UNINSTALL OGAH BNGT GW UNDUH LGI",1,2025-06-25 12:33:02
"Ngelag mulu yg bener lah sinyal nya, dr telkomsel indosat semua ngelag, hp gua oppo F11 pro..",1,2025-06-25 12:32:55
matcmaking sangat tidak seimbang,1,2025-06-25 12:32:31
Game ini sangat keren,5,2025-06-25 12:31:00
MLBB adalah game tapi bagi saya MLBB lebih daripada game Karena di saat senang maupun sedih tetap MLBB lah yang ada di hp saya pacar no.2 MLBB NO.1. Tapi tolong lah Monton beri cara agar lebih adil masa iya dapet tim pake 3MM kan gimana mau menang,4,2025-06-25 12:30:49
montooooooooooooooooooon kalo ngasih tim yg baiikkk woooyyyyyy monton jelekkkk beberapakali. genti akun tapi masih sama gua main dari 2021 sampai sekarang tapi GK pernah mitik MLS ganti akun lagi atau gua pensiunnnn huuuu,1,2025-06-25 12:30:32
mantap and alus,5,2025-06-25 12:30:20
"mending lu hapus tu fitur pilih role. fitur Gaje,",1,2025-06-25 12:30:03
bagus banget tapi ya kadang ngeleg sih tapi baguss😆,5,2025-06-25 12:29:37
ni knapa ngebug.kaga bisa login tolong laahhh moontoon,1,2025-06-25 12:29:06
saya sangat menyukainya lalu game nya seru,5,2025-06-25 12:28:09
gamenya bagus selalu dikasih kalah😁 jadi aku kasih bintang lima,1,2025-06-25 12:28:09
gameb dark sistem,1,2025-06-25 12:27:11
Banyakin event hero support plsss soalnya user support..,5,2025-06-25 12:26:00
mantap aplagi hero miya sakit kali damagenya,5,2025-06-25 12:25:57
love you,5,2025-06-25 12:25:46
sangat seru dan asik tapi agak susah saat di reng epik,5,2025-06-25 12:25:42
tolong gamenya perbaiki masa kita dpt tim bdh trs sihh,1,2025-06-25 12:25:37
game bagus tapi kalo ws,5,2025-06-25 12:25:13
sungguh luar binasa game pembaruan kalian setiap abis season atau apapun terkhusus untuk yg main solo rank. dapat tim seperti komputer alias bot gawat,1,2025-06-25 12:25:13
game apalah banyak dari sistem kalo main tu awalnya di uji jago apa nggak buat turun bintang aja,1,2025-06-25 12:25:02
saya suka game ini karana bagus grafik nya bagus tidak ada iklan tapi ada ngeselin juga kalo ga mau nyerang,4,2025-06-25 12:25:00
ini game paling seru dan melawan ras abosan / dan gabut saya😊😉,5,2025-06-25 12:24:49
gamenya bagussekali,5,2025-06-25 12:24:31
banyak draksistem,1,2025-06-25 12:24:14
mohon ya monton kalo soal skin lesley yang meowkin skin lesley gak usah ngundang temen lama yang udah gak main ml ntah karna pensiun karna udah berkeluarga atau sibuk dengan masa depannya...........tapi dibikin event skin silvana aja skin lesley yang meowkin nya monton soalnya susah kalo udang temen yang dah pensiun buat saya player,4,2025-06-25 12:24:03
Game nya seru,5,2025-06-25 12:23:51
permainan nya sangat bagus 👍,5,2025-06-25 12:22:58
sinyal nya ngeleg terus anying mening pensi aja anying huhu Bagong ripuh nges pindah aing mah KA ff anying.,1,2025-06-25 12:22:26
game haram KL main ketemu tim bot aku bilangin jangan main ini game KL kalian GK mau steress sendiri gw bilangin sekali lagi jangan main game ini,1,2025-06-25 12:21:58
"ga jelas ni game ngasih gua dark sistem terus+sinyal gw rendah mulu padahal kali di buat game lain aman aman aja, kureng lah",1,2025-06-25 12:20:25
"banyak bgt dark sistem nya ampun dah, menang 1x kalah 9 kali",1,2025-06-25 12:20:02
"maen free fire bagus 25ms jaringan stabil,main mobile legend lag parah bisa 115ms tidak stabil apa lagi pas lagi war dan push turet bisa 220ms :(",3,2025-06-25 12:19:58
game ajg gw sampek stres kepala gw sampek di kompres pening kalah menang mulu jangan di download kalok gk ingin setres kayak gua,1,2025-06-25 12:19:42
game lagggggggggg,1,2025-06-25 12:18:17
🙂,1,2025-06-25 12:18:01
"game t..ik,ko..ol dan Bu...g",1,2025-06-25 12:16:23
game nya bagus dan oke,5,2025-06-25 12:14:56
game mobeli legend tu gk adil dalam soal tim nya,2,2025-06-25 12:14:53
"TOLONG YA, SAYA CAPEK LS. KENAPA SELALU DIKASI TIM YG GAJELAS, CAPE MVP KALAH TERUSSS. KLO BISA KASIH TIM YG ADIL DONG, MASA TIM NOOB BGT MUSUHNYA PADA JAGO. STRESSS AKU MUNTUN STRESS BGTTT",1,2025-06-25 12:13:26
Game nya seru menantang dan membuat banyak orang streess,5,2025-06-25 12:13:26
"game lu sangat"" hama moonton, kasih tim tuh yg bener lah, kasih tim gjls semua",1,2025-06-25 12:12:44
tidak memberikan lawan yang sepadan,1,2025-06-25 12:11:49
montoon sebaiknya tidak usah buat game gak jelas buat pemain gak mood untuk main,1,2025-06-25 12:11:49
moonton tolol,1,2025-06-25 12:10:46
Suka tbtb ngeLag ... menyebalkan,1,2025-06-25 12:10:41
jaringan lancar dibilang lag emang kocak moonton,1,2025-06-25 12:10:34
"game kontol, game babi, game anj",1,2025-06-25 12:10:15
"Saya kecewa sama game sebelah,jadi saya akan kembali di game ini",5,2025-06-25 12:09:36
Bagus banget gemnya bisa menghilangkan stres tapi selalu dapet temen drak system saya mohon jangan kasih temen yang gak bisa main lagi,5,2025-06-25 12:09:09
gamenya seru kadang ngeselin tapi kalo ngk main ml main game apalagi yang bisa membuat aku terinspirasi + mungkin klo bukan karna ml aku ngak akan ketemu my lovers 😭🙏🏻,5,2025-06-25 12:08:59
seru pokoknya,5,2025-06-25 12:07:43
gausah ngide ubah2 sistem draft pick nggak mutu nggak jelas,1,2025-06-25 12:07:40
Untuk game nya sih bagus grafik nya juga bagus tapi kurangnya sering lag dan dapat tim yg gak wajar misalnya musuh exp tapi 58k kalau pilih mid kan gak logis,5,2025-06-25 12:07:07
"moonton² ketemu dark sistem mulu gw,tolong lah moonton cape gw push",1,2025-06-25 12:05:31
geme ml ini sangat tidak bagus,5,2025-06-25 12:05:13
saya bermain game untuk menghilangkan stres tapi ketika saya bermain mobile legends bukannya menghilangkan stres saya malah makin stres main game ini kepada monton anda sudah berhasil membuat saya makin stres disisen selanjutnya saya berharap dark sistem makin banyak sekian dari saya trimakasih,1,2025-06-25 12:04:36
dikasih tim bot,1,2025-06-25 12:03:28
"terus terang gw , gw udh cape main game ini, masa gw main, pake paket data 16 GB .NGELEG ,YNG BENER AJA , update tanya banyak yang ngebug dan lag",5,2025-06-25 12:03:26
"semakin kesini semakin GK jelas ni game,kasi team GK seimbang Mulu dan GK support sama sekali,kasih lah yg jago musuh jago,kasih team yg sepadan dengan musuhnya",1,2025-06-25 12:02:50
skin Lesley mythic meow jangan undang teman pliss,1,2025-06-25 12:02:32
Game Favorit Ku Ini mah,5,2025-06-25 12:02:18
bang montoon kasih aku mode offline karena gak bisa akukasih bintang 5,5,2025-06-25 12:00:10
"teruntuk moonton kalo kasih musuh yang imbang dong jangan kasih musuh yang susah,sesuaikan kemampuan playernya biar usaha siapa yang end turetnya duluan",1,2025-06-25 11:59:45
game stress bikin pusing ama tim sendiri,2,2025-06-25 11:59:24
gamau tau pokoknya bagus !,5,2025-06-25 11:58:21
sangat bagus game nya,5,2025-06-25 11:58:21
ML APAAN HONOR OF KING FULL EFEK ML PELIT EVEK PELIT KIKIR CUMA MENTINGIN UANG,5,2025-06-25 11:57:30
Game nya emang seru tapi yang aneh nya pas saya mau buka lagi game tiba2 gak mau masuk ke dalam game nya aneh udah bolak balik login tapi gak mau masuk juga sama jaringan nya sukak ngelag mohon ya moonton diperbaiki game biar semua orang mau main terima kasih,2,2025-06-25 11:56:38
"game gajelas sinyal bagus malah gerak gerak sendiri, banyak bug nya juga",2,2025-06-25 11:56:31
game nya ramah rekomen banget buat anak yatim piatu,5,2025-06-25 11:56:09
"Sama saja kasih skin tapi dibuat kalah terus. Musuh juga dikasih musuh musuh yang berat banget, game nya juga kadang buat frustasi banget maunya main supaya seneng malah ini buat frustasi. Game gak jelas wifi bagus pas main jelek, game norak. Game buat stres gak bisa buat orang seneng. Ada juga saat aku sudah lama tidak login malah dikasih tim beban Mulu, game apa ini?? juga saat jaringan nya bagus tapi kenapa malah saat ada war malah lag?? ping naik turun naik turun. udah kaya lampu lalu lintas",1,2025-06-25 11:56:01
"banyak dark sistem matchingnya, sekedar saran jangan bermain, game ini dapat menganggu kesehatan mental anda PERCAYALAH",1,2025-06-25 11:55:58
bintang 3 soalnya Moonton pilih kasih sama gw + ngelag mulu,3,2025-06-25 11:55:11
Game nya udh bagus bg cuma pas maen ketemu tim sengaja kalah Mulu.,5,2025-06-25 11:54:59
"perkara ga dapet kartu brody yang biru gua kasih binta satu, malahan kartu yqng sulit di dapet itu mudah untuk di cari",1,2025-06-25 11:54:57
game ini sangat sru,5,2025-06-25 11:54:19
"MOONTON GW JUGA MAU NGERASAIN YG NAMANYA ""VICTORY"" GW JUGA PENGEN ""WINSTREAK"" DAN TOLONG GW PENGINNYA SATU TEAM SAMA RANK YG SESUAI DENGAN RANK SAYA, RANK SAYA UDAH GLORY TAPI SAYA SELALU MENDAPATKAN TEAM YG BOD*H,YG GA BISA MAIN, MAINNYA KAYA BOCAH BARU DOWNLOAD ML KEMARIN², GW ""BOSEN LOSTREAK TERUS"" MOONTON, KALO SAYA TERUS²AN DAPET TEAM KAYA GITU GIMANA MAU MENANG, TEAM GW KLO MAIN SENDIRI² GA KOMPAK, APALAGI YG USER HANABIE, SERING SEKALI NGAMBILIN BAF MULU, GW CAPEK MOONTONNN,CAPEKKKKKK😔🙁",1,2025-06-25 11:54:06
loadingnya lamaa kalo udh akhir games parahhh,1,2025-06-25 11:53:51
GAME APAAN PEPEK MASA DIKASIH JUNGLER GAK PERNAH MAIN SURUH JUNGLER,1,2025-06-25 11:53:16
game no. 1 🔥🔥🔥,5,2025-06-25 11:52:53
bagus banget permainan nya,5,2025-06-25 11:51:51
season buruk dapat tim receh terus. pemilihan line yg susah.. aturan baru menyusahkan solo rank,1,2025-06-25 11:51:32
update draf pick nya bikin susah aja suka nabrak2 ke role org jadi terpaksa ke role lain update bukanya makin bagus dan nyaman buat player ini malah bikin susah ribet bagusan di riset aja lagi Jangan ke gini bikin susah aja,1,2025-06-25 11:51:21
"fitur terbaru untuk pengisian Lane (2025) sangat buruk S37, penjelasan, saya isi Lane misalnya Mid, exp dan Gold, mencoba bermain solo sangat buruk, akurasi bertemu player feed 70%, dan terkadang player memilih Lane yang tidak bisa ia gunakan,,, kalo diliat dari sesoan sebelumnya bermain Solo pun bisa mencapai win rate 60% sangat buruk fitur kali ini.... Begitu juga kalo bermain 5 player terkadang pemain memilih Lane yang mungkin karna iseng mencoba mengisi Lane dan berbuat feed",1,2025-06-25 11:51:09
sangat cocok dan bagus👍👍,5,2025-06-25 11:50:38
epic abadi minggir dulu,5,2025-06-25 11:50:34
Ngelag mulu -_-,1,2025-06-25 11:50:32
diam kau kepiting kikir,5,2025-06-25 11:50:29
Plis lah min aku mau ke legen lostrek mulu sekali kali lah kasih tim yang pro gitu ah lu,3,2025-06-25 11:50:25
geme asik,5,2025-06-25 11:49:48
tolong masalah jaringan di perbaiki setiap main pasti lag,2,2025-06-25 11:48:56
pemainnya ramah² smua MasyaAllah🤩😘🥰,4,2025-06-25 11:48:50
"wow fitur baru,,, fitur yg sangat menyesatkan bagi player,,, ga membantu sama sekali",1,2025-06-25 11:48:36
Game paling bagus cuman mslhnya lawannya gak seimbang sama tim ap lagi KLO lagi main solo,5,2025-06-25 11:48:35
keren,5,2025-06-25 11:48:05
"gua kasih 3 bintang dl ya papi moonton, karna dpt tim ga becus tiap ngerank, suka ngetroll lah. oiya gua tiap main jaringan bagus tu tpi suka lag, waktu war malah jaringan merah nah pas gua pencet malah ijo, kan aneh wkwk. papii tolong lenyapin dark sistem, gua g btah di rank keramat ijo itu, plss demi aku",3,2025-06-25 11:47:31
Rame banget🤩,5,2025-06-25 11:47:31
"bukakk game penghilang stres tapii gamee bikin stress, kaloo solo timnya kaga adil montok kocakk",1,2025-06-25 11:47:18
keren minimal mah colab sama sepongbob,5,2025-06-25 11:46:40
fitur buat di rank Makin gjls monyet,5,2025-06-25 11:46:08
game taik.,1,2025-06-25 11:46:01
behhhhh😎😎😎😎,5,2025-06-25 11:45:41
"sebenarnya aman aja,tapi masalahnya di pengunduhan.Harusnya gaperlu semua wajib didownload,apalagi yang hp-nya ram sedikit,ga cuma sedikit yang harus didownload dan itu gabisa disetting,jadi tolong kedepannya bisa disetting terkait semua konten unduhan,biar bisa dipilih yang mana yang butuh banget sama yang enggak.",3,2025-06-25 11:45:38
game nya seru tapi banyak dark sistem kaya ini yang baca!!,4,2025-06-25 11:44:13
setiap jaringan bagus malahan ngeleg pas main.habis itu habis naik rank dikasih lawan yang malahan tim gua pada bot mainnya,1,2025-06-25 11:43:53
"pink nya ngeleg mulu kalo mid game, ilangin dark sistem dong moonton",1,2025-06-25 11:43:51
gameee nyaaa bagusss,5,2025-06-25 11:42:10
harusnya hilang kan dark sistemnya moonton,3,2025-06-25 11:40:26
eh lol game lu leg bug lol,2,2025-06-25 11:40:18
Ngasih team g prnh adil mending hok di tambah jaringan selalu nge leg padahal pingnya bagus,1,2025-06-25 11:39:37
GAME PALING TERBAIK SEPANJANG MASA,5,2025-06-25 11:38:42
muntun perbaiki lagi sistem match nya,1,2025-06-25 11:38:38
Tolong lah moonton ramnya jangan terlalu banyak plis lahh,5,2025-06-25 11:38:21
apa ini kocak awal senson kok gajleas mau menang malah combank ajaga jls lu monton tau gini gua pensi,1,2025-06-25 11:38:18
"kenapa y sering terjadi ban chat padahal gw g chat yg aneh aneh yg ada gw malah heran knp kyk gini. Ya bener tujuan lu biar semua orang bisa nyaman dengan adanya fitur kayak gini tapi klo kayak gini caranya orang g ngetik ngetik yg aneh aneh dibilang aneh aneh kan malah mengganggu, sekarang aja chat gw di ban. Jadi tolong ini bisa diperbaiki lagi",1,2025-06-25 11:38:09
"gamenya bagus untuk di hp kentangku tapi plis di tambah lagi fitur yg di download datanya, ada sebagian doang tombol buat unduh datanya, aku mau download konten utama GK bisa, GK ada tombol buat download.. malahan yg kedownload yg lain seperti skin dalam pertandingan dan lain-lain. jadi sebisa mungkin di tambahin lagi fitur di tempat download data biar GK ada suara mesin cukurnya 😂🤣 GK kuat hp masalahnya kalo full data. sekian terima kasih",4,2025-06-25 11:37:53
diberi reting 3 aja soalnya semakin kebanyakan afgred reng ku menurun,3,2025-06-25 11:37:51
Monnton kasih tim jangn anak² babi ya,1,2025-06-25 11:37:11
tolong nanti pas udah lama banget jangan ngeleg yang nggak jelas banget ya👍,4,2025-06-25 11:36:41
game tai ping bagus tpii ngelek pokeee²,1,2025-06-25 11:36:01
"saya suka ,",5,2025-06-25 11:35:39
pemain solo dikasih lawan yang mabar auto kalah...Bego mobile legends,4,2025-06-25 11:33:59
ya Allah semoga game ini jadi sepi GK ada yang mainin lagi aminnn,1,2025-06-25 11:33:04
"gw gk ngapa²in score kredit gw ngurang, maksudnya apa coba gw dh gk bisa maen rank maen klasik buat balikin score kredit malah di kurangin, padahal gk AFK",1,2025-06-25 11:32:02
game nya bagus banget,5,2025-06-25 11:31:20
kasih tim yang benerr kontolll,1,2025-06-25 11:31:19
game gj pas neng loby pengen metu mah layare ireng pDahal normal ae rajelaz,1,2025-06-25 11:29:17
"sekarang bagus sih , cuman gak sebagus kayak dulu soalnya kalo sekarang bagusnya cuman skin Hero dan dapat hadiah mudah , sedangkan dulunya bagus banget kayak skin - Hero - hadiah - sinyalnya - Dan gak bikin emosi ( kalo dulu) sekarang lumayan bikin emosi. tapi gak papalah namanya juga game dan pasti sangat sulit membuat game 😅😅 semoga bermanfaat dan selalu yang terbaik🙏👍 dan jangan lupa game inilah yang membuat kita bersatu karena saat kita putus cinta dan merasa galau . salam dari playe🎭",5,2025-06-25 11:29:12
gua season ini kecewa 60 pertandingan masih epik banyak darksystemnya kasih gua yang timnya gak darksystem bisa gak. season² sebelumnya pertandingan belum ada 100 sudah mytic,1,2025-06-25 11:28:04
game yg sangat asik cukup menghilangkan strees game yg sangat mendidik saya akan memainkannya sepanjang waktu,5,2025-06-25 11:27:43
"b, aja",5,2025-06-25 11:27:28
gemenya buat stres tapi seru juga,5,2025-06-25 11:25:05
good aja sih kurang murah aja skin nya hehe Ama dm nya ke mahalan,5,2025-06-25 11:24:40
klo mau hidup tenang jangan instal pokok nya jangan deh,1,2025-06-25 11:23:57
kasi tim drak sistem trus donk asik los trus itu jos,3,2025-06-25 11:23:32
game ini sangat terbaik,5,2025-06-25 11:23:22
fitur role yang sangat tidak berguna Masi ada dark sistem yang main pick Hero tidak susai Lane mohon untuk diperbaiki monton agar lingkungan bermain nyaman.,1,2025-06-25 11:22:56
ya meskipun bagus tapi kalo bisa tambahin pilihan hero,4,2025-06-25 11:22:20
server lag kaya anj,1,2025-06-25 11:21:52
"orang mah kaga peduli sama rate-nya,yang penting ni game wajib banget dimainin🙂‍↔️",5,2025-06-25 11:20:49
barang mo kanapa kalo bta kasi bintang satu mo porotes silakan KLO mau bintang lima kasi naik krdi skor barang bta seng bermaksud untuk afk barang ada kesalahan internet ok Montom ku yg baik',1,2025-06-25 11:20:30
"saya suka memain game ini, cuma yang saya merasa gelisah saat bermain, ketika saya kalah, tim saya memarahi saya dengan mengatakan hal² yang buruk, saya mohon kepada moonton untuk menghukum orang² yang berkata kasar🙏🏻🙏🏻",3,2025-06-25 11:19:14
sangat keren dan bagus,5,2025-06-25 11:18:10
Game ajg tolol yg bikin gblk asw tolol kntl kalo ga niat buat game g ush ajg,1,2025-06-25 11:17:53
"UNTUK DEVELOPER TERIMAKASIH ATAS EVENT HERO BARU YANG BERNAMA ZETIAN, DI EVENT TERSEBUT BISA MEMILIH BETTLE POIN, DIAMOND DAN HERONYA. DISINI SAYA KECEWA ATAS KECEROBOHAN SAYA KARENA TIDAK SENGAJA MEMILIH HERO ZETIAN PADAHAL SAYA INGIN DIAMOND. SEMOGA DI EVENT BERIKUTNYA ADA EVENT YANG SAMA TERIMAKASIH ATAS EVENTNYA",5,2025-06-25 11:17:26
sangat seru tapi rada susah,4,2025-06-25 11:17:20
"fitur baru sangat tidak adil, bahkan orang yg belum menguasai role dipaksa untuk memainkan role tersebut.",1,2025-06-25 11:17:11
habis update makin enggak bagus padahal wifi nya bagus tapi malah ngeleg terus enggak bisa on mic tolong perbaiki min,3,2025-06-25 11:13:42
ydh deh bagus tapi kasih saya hero lucu lucu ya moonton,5,2025-06-25 11:12:37
hiburan,5,2025-06-25 11:12:23
fitur baru pada mobile Legends yang megatur rol kita punya sangat tdk bags pasti dapat tim yang mau coba2 saja dan memaksa pake yang tdk dia tau pake heronya,1,2025-06-25 11:11:02
ngeleg²,1,2025-06-25 11:09:38
aku capek dari tadi tim draksistem mending pensi dari pada main kalah Mulu,1,2025-06-25 11:09:23
"TOLONG LA MOONTON, KALAU KASIH TIM TU YANG BENER, BISA BISA NYA LGI SOLO DI TIER MYTIC KETEMU TIM 2 EPIC, AKU LAGI SOLO LO BUKAN PARTY ATAU TRIO, KALAU MAU BUAT FITUR ITU YG BENER JANGAN MERUSAK KENYAMANAN PLAYER.",1,2025-06-25 11:06:48
montoon kreatfitas menurun gda line ko seperti hok,3,2025-06-25 11:05:47
terlalu sering lose streak,1,2025-06-25 11:04:02
sistem draft pick makin jelekk,1,2025-06-25 11:03:42
GAME KIKIR NGGA LEBIH DARI KIKIR MUNAFIK YAKALI MAIN 15 MACTH GAK PERNAH MENANG,2,2025-06-25 11:03:27
game nya seru,2,2025-06-25 11:00:59
"monton, kayak mana sih buat game, saya tidak bisa ganti akun yang lama, saya disini kecewa, karena gak bisa ganti akun😤😤😤",1,2025-06-25 11:00:42
Bufff ling Buff Granger demegnya malah ga kerasa sama sekali tolong buff hero Granger moonton Granger sekarang ga ada demeg geli banget demegnya,5,2025-06-25 11:00:09
"game nya lumayanlah seru, tapi tolong kurangin ya drak sistem nya 🙏🙏🙏",5,2025-06-25 10:59:50
game bagus,5,2025-06-25 10:59:06
hapus aja fitur pilih role.. cuma bikin pusing.,2,2025-06-25 10:58:24
ya Allah game bagus dan tapi aku afk solat kredit skor nya kurang 14 aku maksud nya gak boleh sholat,3,2025-06-25 10:58:15
moonton kasi lah skin Lesley gampang quest nya ngga usa undang teman lah kon trol,1,2025-06-25 10:56:56
fitur pilih Lane ngk berguna. saran ku kasih dua pilihan aja min yg mau pakai fitur bisa yg ngak mau pakai fitur bisaa biar ngk nyusahin ini malah ada yg pick roam padahal dia BKN user roam.. dah tu roam Nana lagi.. ber tebaran drak sistem,1,2025-06-25 10:56:55
seruuu,5,2025-06-25 10:56:05
Lama kelamaan makin gjls sering leg dan bnyk cheat TOLONG KEMBALIKAN MAGIC CHEES YANG DULU,1,2025-06-25 10:55:39
geme nya keren ada Narutonya,5,2025-06-25 10:55:26
